590,280
0,290
10,290
20,290
30,290
560,290
570,290
580,290
590,290
0,300
10,300
20,300
30,300
560,300
570,300
580,300
590,300
0,310
10,310
20,310
30,310
560,310
570,310
580,310
590,310
0,320
10,320
20,320
30,320
560,320
570,320
580,320
590,320
0,330
10,330
20,330
30,330
560,330
570,330
580,330
590,330
0,340
10,340
20,340
30,340
560,340
570,340
580,340
590,340
0,350
10,350
20,350
30,350
560,350
570,350
580,350
590,350
0,360
10,360
20,360
30,360
560,360
570,360
580,360
590,360
0,370
10,370
20,370
30,370
560,370
570,370
580,370
590,370
0,380
10,380
20,380
30,380
560,380
570,380
580,380
590,380
0,390
10,390
20,390
30,390
560,390
570,390
580,390
590,390
0,400
10,400
20,400
30,400
560,400
570,400
580,400
590,400
0,410
10,410
20,410
30,410
560,410
570,410
580,410
590,410
0,420
10,420
20,420
30,420
560,420
570,420
580,420
590,420
0,430
10,430
20,430
30,430
560,430
570,430
580,430
590,430
0,440
10,440
20,440
30,440
560,440
570,440
580,440
590,440
0,450
10,450
20,450
30,450
560,450
570,450
580,450
590,450
0,460
10,460
20,460
30,460
560,460
570,460
580,460
590,460
0,470
10,470
20,470
30,470
560,470
570,470
580,470
590,470
0,480
10,480
20,480
30,480
560,480
570,480
580,480
590,480
0,490
10,490
20,490
30,490
560,490
570,490
580,490
590,490
0,500
10,500
20,500
30,500
560,500
570,500
580,500
590,500
0,510
10,510
20,510
30,510
560,510
570,510
580,510
590,510
0,520
10,520
20,520
30,520
560,520
570,520
580,520
590,520
0,530
10,530
20,530
30,530
560,530
570,530
580,530
590,530
0,540
10,540
20,540
30,540
560,540
570,540
580,540
590,540
0,550
10,550
20,550
30,550
560,550
570,550
580,550
590,550
0,560
10,560
20,560
30,560
40,560
50,560
60,560
70,560
80,560
90,560
100,560
110,560
120,560
130,560
140,560
150,560
160,560
170,560
180,560
190,560
200,560
210,560
220,560
230,560
240,560
250,560
260,560
270,560
280,560
290,560
300,560
310,560
320,560
330,560
340,560
350,560
360,560
370,560
380,560
390,560
400,560
410,560
420,560
430,560
440,560
450,560
460,560
470,560
480,560
490,560
500,560
510,560
520,560
530,560
540,560
550,560
560,560
570,560
580,560
590,560
0,570
10,570
20,570
30,570
40,570
50,570
60,570
70,570
80,570
90,570
100,570
110,570
120,570
130,570
140,570
150,570
160,570
170,570
180,570
190,570
200,570
210,570
220,570
230,570
240,570
250,570
260,570
270,570
280,570
290,570
300,570
310,570
320,570
330,570
340,570
350,570
360,570
370,570
380,570
390,570
400,570
410,570
420,570
430,570
440,570
450,570
460,570
470,570
480,570
490,570
500,570
510,570
520,570
530,570
540,570
550,570
560,570
570,570
580,570
590,570
0,580
10,580
20,580
30,580
40,580
50,580
60,580
70,580
80,580
90,580
100,580
110,580
120,580
130,580
140,580
150,580
160,580
170,580
180,580
190,580
200,580
210,580
220,580
230,580
240,580
250,580
260,580
270,580
280,580
290,580
300,580
310,580
320,580
330,580
340,580
350,580
360,580
370,580
380,580
390,580
400,580
410,580
420,580
430,580
440,580
450,580
460,580
470,580
480,580
490,580
500,580
510,580
520,580
530,580
540,580
550,580
560,580
570,580
580,580
590,580
0,590
10,590
20,590
30,590
40,590
50,590
60,590
70,590
80,590
90,590
100,590
110,590
120,590
130,590
140,590
150,590
160,590
170,590
180,590
190,590
200,590
210,590
220,590
230,590
240,590
250,590
260,590
270,590
280,590
290,590
300,590
310,590
320,590
330,590
340,590
350,590
360,590
370,590
380,590
390,590
400,590
410,590
420,590
430,590
440,590
450,590
460,590
470,590
480,590
490,590
500,590
510,590
520,590
530,590
540,590
550,590
560,590
570,590
580,590
590,590
